run_index,run_purpose,dataset,model,attack_type,attack_specific,repeat,prompt,output,source,likely_cause,affected_asset,recommendation,risk_score,format_all_fields_present,latency_sec,prompt_tokens,completion_tokens,error,timestamp
1,"prompt2 run3 - lap lai de kiem chung do on dinh, dac biet WBF",Intelligent Electronic Device,qwen3:4b,device identification attack,3,1,"
You are a SOC analyst reviewing a flagged anomalous packet on an Industrial
Control System (Modbus/TCP) network. Based on the data below, respond in
EXACTLY this format (one short line per field, no extra commentary):

Source: <suspected source IP/MAC, and whether it is internal or external to the local network>
Likely Cause: <one sentence - the suspected type of behavior and why, based on the signals below>
Affected Asset: <the destination IP/device being affected>
Recommendation: <one specific action the operator should take right now>
Risk Score: X/10

--- Packet data ---
IP Source: 192.168.0.1
IP Destination: 192.168.0.13
MAC Source: 8a:35:2d:61:c0:1a
MAC Destination: ce:de:28:88:0d:e2
Protocol: MODBUS
Modbus Function Code: 43 (Read Device Identification / Encapsulated Interface Transport)
Modbus PDU: 0x0e0200
Packet flow rate (last 4s window): 38.75 packets/sec
Baseline average packet rate (whole dataset): 24.49 packets/sec
Rate ratio vs baseline: 1.6x
",,,,,,,False,600.11,,,"HTTPConnectionPool(host='localhost', port=11435): Read timed out. (read timeout=600)",2026-09-06T22:52:54
1,"prompt2 run3 - lap lai de kiem chung do on dinh, dac biet WBF",Intelligent Electronic Device,qwen3:4b,naive sensor read,4,1,"
You are a SOC analyst reviewing a flagged anomalous packet on an Industrial
Control System (Modbus/TCP) network. Based on the data below, respond in
EXACTLY this format (one short line per field, no extra commentary):

Source: <suspected source IP/MAC, and whether it is internal or external to the local network>
Likely Cause: <one sentence - the suspected type of behavior and why, based on the signals below>
Affected Asset: <the destination IP/device being affected>
Recommendation: <one specific action the operator should take right now>
Risk Score: X/10

--- Packet data ---
IP Source: 192.168.0.1
IP Destination: 192.168.0.11
MAC Source: 8a:35:2d:61:c0:1a
MAC Destination: ce:de:28:88:0d:e2
Protocol: MODBUS
Modbus Function Code: 1 (Read Coils)
Modbus PDU: 0x00007d0
Packet flow rate (last 4s window): 29.25 packets/sec
Baseline average packet rate (whole dataset): 24.49 packets/sec
Rate ratio vs baseline: 1.2x
",,,,,,,False,600.1,,,"HTTPConnectionPool(host='localhost', port=11435): Read timed out. (read timeout=600)",2026-09-06T23:02:54
1,"prompt2 run3 - lap lai de kiem chung do on dinh, dac biet WBF",Intelligent Electronic Device,qwen3:4b,sporadic sensor measurement injection,5,1,"
You are a SOC analyst reviewing a flagged anomalous packet on an Industrial
Control System (Modbus/TCP) network. Based on the data below, respond in
EXACTLY this format (one short line per field, no extra commentary):

Source: <suspected source IP/MAC, and whether it is internal or external to the local network>
Likely Cause: <one sentence - the suspected type of behavior and why, based on the signals below>
Affected Asset: <the destination IP/device being affected>
Recommendation: <one specific action the operator should take right now>
Risk Score: X/10

--- Packet data ---
IP Source: 192.168.0.11
IP Destination: 192.168.0.1
MAC Source: 0e:a6:9d:0b:1c:dd
MAC Destination: 72:c1:f6:01:3c:39
Protocol: MODBUS
Modbus Function Code: 6 (Write Single Register)
Modbus PDU: 0x001463b7
Packet flow rate (last 4s window): 43.5 packets/sec
Baseline average packet rate (whole dataset): 24.49 packets/sec
Rate ratio vs baseline: 1.8x
",,,,,,,False,600.11,,,"HTTPConnectionPool(host='localhost', port=11435): Read timed out. (read timeout=600)",2026-09-06T23:12:54
1,"prompt2 run3 - lap lai de kiem chung do on dinh, dac biet WBF",Intelligent Electronic Device,qwen3:4b,force listen mode,6,1,"
You are a SOC analyst reviewing a flagged anomalous packet on an Industrial
Control System (Modbus/TCP) network. Based on the data below, respond in
EXACTLY this format (one short line per field, no extra commentary):

Source: <suspected source IP/MAC, and whether it is internal or external to the local network>
Likely Cause: <one sentence - the suspected type of behavior and why, based on the signals below>
Affected Asset: <the destination IP/device being affected>
Recommendation: <one specific action the operator should take right now>
Risk Score: X/10

--- Packet data ---
IP Source: 192.168.0.1
IP Destination: 192.168.0.13
MAC Source: 8e:b9:e5:ed:39:6d
MAC Destination: 4a:05:3d:6f:9c:d3
Protocol: MODBUS
Modbus Function Code: 8 (not a standard Modbus function code - may indicate function code scanning/fuzzing)
Modbus PDU: 0x0000
Packet flow rate (last 4s window): 31.0 packets/sec
Baseline average packet rate (whole dataset): 24.49 packets/sec
Rate ratio vs baseline: 1.3x
",,,,,,,False,600.1,,,"HTTPConnectionPool(host='localhost', port=11435): Read timed out. (read timeout=600)",2026-09-06T23:22:54
1,"prompt2 run3 - lap lai de kiem chung do on dinh, dac biet WBF",Intelligent Electronic Device,qwen3:4b,restart communication,7,1,"
You are a SOC analyst reviewing a flagged anomalous packet on an Industrial
Control System (Modbus/TCP) network. Based on the data below, respond in
EXACTLY this format (one short line per field, no extra commentary):

Source: <suspected source IP/MAC, and whether it is internal or external to the local network>
Likely Cause: <one sentence - the suspected type of behavior and why, based on the signals below>
Affected Asset: <the destination IP/device being affected>
Recommendation: <one specific action the operator should take right now>
Risk Score: X/10

--- Packet data ---
IP Source: 192.168.0.21
IP Destination: 192.168.0.1
MAC Source: 06:86:aa:54:38:27
MAC Destination: 12:43:ec:e5:ed:ad
Protocol: MODBUS
Modbus Function Code: 8 (not a standard Modbus function code - may indicate function code scanning/fuzzing)
Modbus PDU: 0x
Packet flow rate (last 4s window): 26.0 packets/sec
Baseline average packet rate (whole dataset): 24.49 packets/sec
Rate ratio vs baseline: 1.1x
",,,,,,,False,600.1,,,"HTTPConnectionPool(host='localhost', port=11435): Read timed out. (read timeout=600)",2026-09-06T23:32:54
1,"prompt2 run3 - lap lai de kiem chung do on dinh, dac biet WBF",Intelligent Electronic Device,qwen3:4b,data flood attack,8,1,"
You are a SOC analyst reviewing a flagged anomalous packet on an Industrial
Control System (Modbus/TCP) network. Based on the data below, respond in
EXACTLY this format (one short line per field, no extra commentary):

Source: <suspected source IP/MAC, and whether it is internal or external to the local network>
Likely Cause: <one sentence - the suspected type of behavior and why, based on the signals below>
Affected Asset: <the destination IP/device being affected>
Recommendation: <one specific action the operator should take right now>
Risk Score: X/10

--- Packet data ---
IP Source: 192.168.0.1
IP Destination: 192.168.0.12
MAC Source: f2:e9:cf:38:cb:7c
MAC Destination: f2:e9:cf:38:cb:7c
Protocol: MODBUS
Modbus Function Code: 4 (Read Input Registers)
Modbus PDU: 0x00630009
Packet flow rate (last 4s window): 10588.25 packets/sec
Baseline average packet rate (whole dataset): 24.49 packets/sec
Rate ratio vs baseline: 432.3x
",,,,,,,False,600.1,,,"HTTPConnectionPool(host='localhost', port=11435): Read timed out. (read timeout=600)",2026-09-06T23:42:54
1,"prompt2 run3 - lap lai de kiem chung do on dinh, dac biet WBF",Intelligent Electronic Device,gemma4:e4b,address scan,1,1,"
You are a SOC analyst reviewing a flagged anomalous packet on an Industrial
Control System (Modbus/TCP) network. Based on the data below, respond in
EXACTLY this format (one short line per field, no extra commentary):

Source: <suspected source IP/MAC, and whether it is internal or external to the local network>
Likely Cause: <one sentence - the suspected type of behavior and why, based on the signals below>
Affected Asset: <the destination IP/device being affected>
Recommendation: <one specific action the operator should take right now>
Risk Score: X/10

--- Packet data ---
IP Source: 192.168.0.13
IP Destination: 192.168.0.1
MAC Source: 2a:38:83:ac:ac:68
MAC Destination: 2a:38:83:ac:ac:68
Protocol: MODBUS
Modbus Function Code: 24 (not a standard Modbus function code - may indicate function code scanning/fuzzing)
Modbus PDU: 0x00080000000100020003
Packet flow rate (last 4s window): 107.5 packets/sec
Baseline average packet rate (whole dataset): 24.49 packets/sec
Rate ratio vs baseline: 4.4x
","Source: 192.168.0.13, internal
Likely Cause: The source is exhibiting high-volume, non-standard Modbus traffic, suggesting an attempt at network scanning or fuzzing.
Affected Asset: 192.168.0.1
Recommendation: Immediately isolate the source IP address 192.168.0.13 from the ICS network segment.
Risk Score: 8/10","192.168.0.13, internal","The source is exhibiting high-volume, non-standard Modbus traffic, suggesting an attempt at network scanning or fuzzing.",192.168.0.1,Immediately isolate the source IP address 192.168.0.13 from the ICS network segment.,8.0,True,476.11,328.0,101.0,,2026-09-06T23:50:51
1,"prompt2 run3 - lap lai de kiem chung do on dinh, dac biet WBF",Intelligent Electronic Device,gemma4:e4b,function code scan,2,1,"
You are a SOC analyst reviewing a flagged anomalous packet on an Industrial
Control System (Modbus/TCP) network. Based on the data below, respond in
EXACTLY this format (one short line per field, no extra commentary):

Source: <suspected source IP/MAC, and whether it is internal or external to the local network>
Likely Cause: <one sentence - the suspected type of behavior and why, based on the signals below>
Affected Asset: <the destination IP/device being affected>
Recommendation: <one specific action the operator should take right now>
Risk Score: X/10

--- Packet data ---
IP Source: 192.168.0.21
IP Destination: 192.168.0.1
MAC Source: 2a:38:83:ac:ac:68
MAC Destination: 2a:38:83:ac:ac:68
Protocol: MODBUS
Modbus Function Code: 40 (not a standard Modbus function code - may indicate function code scanning/fuzzing)
Modbus PDU: 0x
Packet flow rate (last 4s window): 189.25 packets/sec
Baseline average packet rate (whole dataset): 24.49 packets/sec
Rate ratio vs baseline: 7.7x
","Source: 192.168.0.21, internal
Likely Cause: The source is exhibiting an abnormally high packet rate and using a non-standard function code, suggesting active scanning or fuzzing attempts against the target.
Affected Asset: 192.168.0.1
Recommendation: Temporarily block all traffic from 192.168.0.21 at the network access control layer.
Risk Score: 8/10","192.168.0.21, internal","The source is exhibiting an abnormally high packet rate and using a non-standard function code, suggesting active scanning or fuzzing attempts against the target.",192.168.0.1,Temporarily block all traffic from 192.168.0.21 at the network access control layer.,8.0,True,368.46,309.0,106.0,,2026-09-06T23:56:59
1,"prompt2 run3 - lap lai de kiem chung do on dinh, dac biet WBF",Intelligent Electronic Device,gemma4:e4b,device identification attack,3,1,"
You are a SOC analyst reviewing a flagged anomalous packet on an Industrial
Control System (Modbus/TCP) network. Based on the data below, respond in
EXACTLY this format (one short line per field, no extra commentary):

Source: <suspected source IP/MAC, and whether it is internal or external to the local network>
Likely Cause: <one sentence - the suspected type of behavior and why, based on the signals below>
Affected Asset: <the destination IP/device being affected>
Recommendation: <one specific action the operator should take right now>
Risk Score: X/10

--- Packet data ---
IP Source: 192.168.0.1
IP Destination: 192.168.0.13
MAC Source: 8a:35:2d:61:c0:1a
MAC Destination: ce:de:28:88:0d:e2
Protocol: MODBUS
Modbus Function Code: 43 (Read Device Identification / Encapsulated Interface Transport)
Modbus PDU: 0x0e0200
Packet flow rate (last 4s window): 38.75 packets/sec
Baseline average packet rate (whole dataset): 24.49 packets/sec
Rate ratio vs baseline: 1.6x
",,,,,,,False,600.1,,,"HTTPConnectionPool(host='localhost', port=11435): Read timed out. (read timeout=600)",2026-09-07T00:06:59
1,"prompt2 run3 - lap lai de kiem chung do on dinh, dac biet WBF",Intelligent Electronic Device,gemma4:e4b,naive sensor read,4,1,"
You are a SOC analyst reviewing a flagged anomalous packet on an Industrial
Control System (Modbus/TCP) network. Based on the data below, respond in
EXACTLY this format (one short line per field, no extra commentary):

Source: <suspected source IP/MAC, and whether it is internal or external to the local network>
Likely Cause: <one sentence - the suspected type of behavior and why, based on the signals below>
Affected Asset: <the destination IP/device being affected>
Recommendation: <one specific action the operator should take right now>
Risk Score: X/10

--- Packet data ---
IP Source: 192.168.0.1
IP Destination: 192.168.0.11
MAC Source: 8a:35:2d:61:c0:1a
MAC Destination: ce:de:28:88:0d:e2
Protocol: MODBUS
Modbus Function Code: 1 (Read Coils)
Modbus PDU: 0x00007d0
Packet flow rate (last 4s window): 29.25 packets/sec
Baseline average packet rate (whole dataset): 24.49 packets/sec
Rate ratio vs baseline: 1.2x
",,,,,,,False,600.1,,,"HTTPConnectionPool(host='localhost', port=11435): Read timed out. (read timeout=600)",2026-09-07T00:16:59
1,"prompt2 run3 - lap lai de kiem chung do on dinh, dac biet WBF",Intelligent Electronic Device,gemma4:e4b,sporadic sensor measurement injection,5,1,"
You are a SOC analyst reviewing a flagged anomalous packet on an Industrial
Control System (Modbus/TCP) network. Based on the data below, respond in
EXACTLY this format (one short line per field, no extra commentary):

Source: <suspected source IP/MAC, and whether it is internal or external to the local network>
Likely Cause: <one sentence - the suspected type of behavior and why, based on the signals below>
Affected Asset: <the destination IP/device being affected>
Recommendation: <one specific action the operator should take right now>
Risk Score: X/10

--- Packet data ---
IP Source: 192.168.0.11
IP Destination: 192.168.0.1
MAC Source: 0e:a6:9d:0b:1c:dd
MAC Destination: 72:c1:f6:01:3c:39
Protocol: MODBUS
Modbus Function Code: 6 (Write Single Register)
Modbus PDU: 0x001463b7
Packet flow rate (last 4s window): 43.5 packets/sec
Baseline average packet rate (whole dataset): 24.49 packets/sec
Rate ratio vs baseline: 1.8x
",,,,,,,False,600.11,,,"HTTPConnectionPool(host='localhost', port=11435): Read timed out. (read timeout=600)",2026-09-07T00:26:59
